inspection_id,vehicle_vin,inspector_id,inspection_date,location_lat,location_lon,status,duration_minutes
INSP001204,5XN98PV51Y7X1A21C,INS0033,2025-03-20 05:22:44.089278,40.01451,-75.090639,completed,55
INSP001205,FHWE0UBKN7KNWIB4Q,INS0009,2023-08-14 22:38:47.456840,40.749706,-74.147997,completed,39
INSP001206,P3F6LONECACVJ1ZUM,INS0030,2024-09-18 05:34:23.483272,29.649689,-95.446015,completed,41
INSP001207,9Q1M9S5R7HC5GN15O,INS0029,2025-04-17 04:37:41.067096,32.654047,-117.122695,completed,37
INSP001208,VETI53PUF321HA7AT,INS0011,2023-11-25 19:50:03.691603,29.678052,-95.438798,completed,57
INSP001209,H3Z3O4ZSLPL5H1H1A,INS0045,2024-03-06 21:55:24.206283,29.74403,-95.376064,completed,58
INSP001210,MH57TCRDF5481TW97,INS0009,2025-01-29 07:30:28.615615,41.756779,-87.593709,completed,30
INSP001211,3LIMYT23BX5AJVDNC,INS0043,2025-01-30 14:39:34.555787,41.821591,-87.653349,completed,41
INSP001212,42HTIN0IC1MY66N97,INS0041,2024-05-17 17:42:26.727551,40.847065,-74.188786,completed,51
INSP001213,NLSGOFE27T36U66KG,INS0024,2024-02-06 18:03:51.214337,41.748771,-87.719686,completed,21
INSP001214,X5W9FCI0I04HBE3W9,INS0035,2023-10-08 18:17:54.761037,29.621492,-95.412454,completed,50
INSP001215,PZ7S55EU7L2J5XUJT,INS0044,2025-01-27 11:33:07.330231,39.944233,-75.254228,failed,40
INSP001216,AJUWEA6LM7JM5QLUB,INS0013,2024-08-20 11:01:05.825111,32.643406,-96.864028,completed,39
INSP001217,MBUWF89WUUFGY7V5Q,INS0041,2025-07-12 21:15:14.442362,40.073297,-75.340908,failed,15
INSP001218,0HB4D81GVX5IN0MK7,INS0043,2024-07-24 15:57:51.569274,32.84608,-96.923417,in_progress,16
INSP001219,DU9Z0WIQQU781WRAR,INS0023,2024-02-22 23:14:09.336347,33.217621,-112.285723,completed,39
INSP001220,D8D99LR715O62W8PT,INS0017,2024-05-30 05:35:43.178798,33.978043,-118.265651,completed,57
INSP001221,CKVMHC7YBYF48ZROX,INS0035,2025-04-13 18:22:27.353265,34.110691,-118.368157,completed,52
INSP001222,ITDAAFK89H2VGGHFO,INS0037,2024-05-05 01:54:40.540485,32.711547,-117.202956,in_progress,12
INSP001223,A36WC69LO3H8Q5U1T,INS0008,2024-03-11 08:09:42.388507,40.70008,-74.053292,completed,44
INSP001224,MKFK0CZYFFO6X87OI,INS0039,2024-08-26 23:34:11.129594,32.643649,-117.098212,completed,28
INSP001225,D1CW6N8SWV3C5QH90,INS0035,2025-06-11 13:54:33.830174,39.928952,-74.906097,completed,50
INSP001226,T2BLRS7Q4ZU00UHKT,INS0042,2024-03-16 00:06:18.086710,32.449305,-117.098001,failed,28
INSP001227,NVPTX9VXML3YUG0OY,INS0002,2025-01-13 20:02:50.215933,39.88366,-75.068897,completed,41
INSP001228,CNMLEZ61V0A78NOU3,INS0028,2025-07-15 18:22:38.313069,33.370918,-112.051338,completed,35
INSP001229,1K7DWJKEFTVR886LS,INS0015,2024-11-13 23:23:27.474621,39.957975,-74.994126,completed,50
INSP001230,2QJF3MYSRLH05NVVV,INS0036,2023-07-21 10:05:12.345960,29.370418,-98.460868,completed,26
INSP001231,MFITPAL5Z0WXHBI1R,INS0030,2024-11-20 13:42:44.507250,34.194232,-118.333074,pending_review,19
INSP001232,PPG2VK3B1JA0W6X19,INS0033,2024-08-25 14:30:18.238937,29.477494,-98.358833,completed,32
INSP001233,KCT3RAANFKD1V5FO8,INS0009,2024-02-08 17:40:36.763877,29.601403,-98.526369,completed,27
INSP001234,OD5PH2QHWT5ZDFD4O,INS0013,2024-07-13 02:38:50.164757,32.749858,-117.106152,pending_review,25
INSP001235,TM00BLUROQZIP5PRP,INS0040,2023-12-21 20:55:57.817590,40.728586,-74.129094,completed,35
INSP001236,A36WC69LO3H8Q5U1T,INS0015,2025-06-22 16:44:12.749433,33.507804,-112.132836,completed,38
INSP001237,9C7EIVU7BQAUUG4PM,INS0050,2023-08-29 10:11:58.480240,33.541098,-112.039556,completed,39
INSP001238,H5NS12VFPWWFEZ7Z7,INS0017,2024-01-14 20:29:52.535028,33.38246,-112.085499,completed,38
INSP001239,F6VOLHUP3VVHTFWOS,INS0047,2025-04-27 00:51:13.181036,37.435528,-121.926098,completed,26
INSP001240,O8NKAJPTHNZD7H79V,INS0034,2025-01-31 09:28:42.649595,29.790051,-95.34986,completed,20
INSP001241,Z3JMJ18Q4TSVBDD5A,INS0014,2024-08-14 14:12:16.766391,32.97616,-117.16225,completed,31
INSP001242,9UHYJO49ZD9I1UY3G,INS0046,2023-09-27 17:16:29.881018,40.774239,-73.893854,completed,23
INSP001243,NTGBGROOC256O3DLB,INS0022,2023-07-23 01:20:49.584244,29.822833,-95.419974,in_progress,22
INSP001244,DG0MAHOHNNX3U8XRK,INS0045,2024-04-20 17:06:07.808714,29.749613,-95.509827,in_progress,22
INSP001245,3JAD2O1LBSQTIDGE1,INS0012,2024-08-17 00:33:17.502838,37.340601,-121.935224,completed,26
INSP001246,YSWWDBHO1HCRMTGNY,INS0011,2024-11-09 09:15:19.906770,32.877757,-96.844082,pending_review,38
INSP001247,Z26BK7DMK0T19J8BY,INS0018,2024-11-11 19:52:32.994225,37.295326,-121.786757,completed,57
INSP001248,WYA9QK6CHJ61RHU1Z,INS0015,2025-06-08 15:24:12.656526,41.973364,-87.704434,completed,57
INSP001249,KKYQ0O7Q85BVIWHHF,INS0043,2024-10-25 09:48:23.472986,29.678511,-95.433471,completed,22
INSP001250,VFY8ULUE4SD2W9DWH,INS0012,2024-06-12 12:07:17.682224,33.620493,-112.106044,completed,45
INSP001251,9DUEO8BHE6E1CGZBQ,INS0014,2024-11-30 03:05:03.205046,33.838899,-118.272986,completed,52
INSP001252,ITDAAFK89H2VGGHFO,INS0022,2024-08-08 13:13:29.849846,29.420541,-98.613158,completed,27
INSP001253,IK20ZJ5N24WI40EE6,INS0042,2023-11-28 23:09:28.652809,40.006448,-75.204507,completed,51
INSP001254,OXI9WEFWI3I8MYPH9,INS0021,2025-05-09 22:54:54.623418,33.801773,-118.174066,completed,31
INSP001255,60L5RRH5K0SZ9Y2QU,INS0030,2024-04-05 15:45:05.574929,32.831856,-117.204585,completed,59
INSP001256,WHR1VO495LVEENJGE,INS0019,2024-09-20 02:07:08.944327,40.846877,-74.017423,completed,43
INSP001257,X9ELDJY65BFYUEG7T,INS0024,2024-04-15 01:09:33.451251,37.243552,-121.627549,completed,37
INSP001258,BS2UL6WYN99J8Y2RM,INS0011,2024-05-15 02:25:57.128013,29.691447,-95.332254,completed,58
INSP001259,2EAB24ZE8CMYEUHUR,INS0028,2023-07-18 22:54:34.742424,41.892589,-87.472667,completed,21
INSP001260,DXIPBLDMLRH9XI6KH,INS0020,2024-10-21 22:28:04.808841,39.850516,-75.090978,completed,54
INSP001261,31QV4643HEW9GKVH1,INS0032,2025-01-13 03:06:14.146641,40.694803,-73.919845,completed,51
INSP001262,KCT3RAANFKD1V5FO8,INS0008,2023-08-20 16:40:16.569295,29.531092,-98.598268,completed,39
INSP001263,X3ZSGOQ7MJD28QX4U,INS0028,2023-08-27 18:33:03.914549,32.657998,-96.925223,completed,48
INSP001264,3QCSFIRG5OEK69YWY,INS0040,2024-10-04 20:23:36.109070,29.574741,-98.46181,completed,51
INSP001265,1Z1ZAV42JHWBR74RS,INS0044,2025-06-07 21:43:54.786974,33.382313,-111.994502,completed,40
INSP001266,0JV9RK1C6IX9Z9SQY,INS0033,2024-08-27 19:44:45.552029,32.66145,-117.19721,completed,21
INSP001267,248GNJQINQ2646FQN,INS0016,2024-06-03 09:23:11.962161,32.773096,-117.255461,completed,23
INSP001268,AFXBD94XJKBKYBP0U,INS0035,2024-08-05 21:11:17.569007,32.675895,-96.715447,completed,37
INSP001269,WCNDEGPJBT9VEJDNS,INS0050,2024-07-18 07:06:23.589364,29.940754,-95.528297,pending_review,37
INSP001270,9QTR3PE2Z5217GJB6,INS0044,2024-12-02 06:02:42.444687,33.41324,-112.146229,completed,34
INSP001271,CVPRNXEC2MOE9HSNR,INS0008,2024-08-01 09:32:09.480017,33.977511,-118.31083,completed,54
INSP001272,RJMCC7AIH4WIUPOK8,INS0009,2023-12-22 22:31:32.302302,37.361762,-121.922238,in_progress,25
INSP001273,1Z15LAJMK2LADNXEF,INS0012,2023-12-20 20:51:09.925801,40.666703,-73.980396,in_progress,25
INSP001274,CM3VK7S7XFTRXZ9NJ,INS0006,2025-07-07 18:32:24.460677,29.686915,-95.34082,completed,52
INSP001275,Y0QVOPVMLS677D1DC,INS0045,2024-02-01 22:32:25.091303,29.436214,-98.354444,completed,52
INSP001276,5C04VVSOABKRRNA2T,INS0027,2024-04-30 19:19:32.172509,33.430238,-111.965372,completed,36
INSP001277,BHE8GQDVIFPOR8473,INS0006,2025-03-30 08:16:05.417158,29.912733,-95.298551,completed,41
INSP001278,SMLQ7RADYZ89KR3ZD,INS0033,2024-12-26 01:45:22.760196,41.826775,-87.380976,in_progress,25
INSP001279,81KEJ6EGDWP4VQMJH,INS0006,2024-10-11 08:34:17.802996,32.736767,-117.294767,completed,55
INSP001280,PAJRJI1BAHVFHMEJG,INS0040,2023-12-14 18:23:56.954134,32.741552,-117.224149,completed,58
INSP001281,8FZADN2EOIHUIF7S5,INS0014,2025-05-11 18:59:19.634698,33.453185,-112.130235,completed,42
INSP001282,YTF588ZBU3SHNCGFM,INS0039,2024-01-01 10:14:28.508970,32.780615,-96.705046,pending_review,28
INSP001283,5C04VVSOABKRRNA2T,INS0041,2024-09-05 10:17:34.300885,40.02385,-75.099229,completed,57
INSP001284,QKN74I77BDSUW4VQ6,INS0038,2023-08-23 18:45:30.179953,29.694311,-95.502415,completed,58
INSP001285,F6VOLHUP3VVHTFWOS,INS0030,2023-12-27 06:45:17.986063,40.68377,-74.07636,in_progress,18
INSP001286,LJEJ12S4V8TG538ZU,INS0007,2024-12-06 12:29:02.967566,40.003849,-75.295253,completed,25
INSP001287,4Z0F83DIKIKE3HZKR,INS0035,2024-08-15 01:54:30.108651,40.686173,-73.947049,completed,26
INSP001288,GFAER7H4EC8FKKGBG,INS0009,2024-07-18 17:04:14.280446,34.122359,-118.317355,completed,51
INSP001289,WB5TA6JBC74NWRO4O,INS0046,2025-04-09 16:52:37.969959,29.687438,-95.298973,completed,43
INSP001290,HJSQBNTE9ZDHE7EE5,INS0026,2024-07-08 00:04:12.388915,34.071192,-118.098791,failed,35
INSP001291,Y5EGBQ6RISE0IAT2I,INS0002,2023-10-26 23:16:49.759508,29.777565,-95.241262,completed,30
INSP001292,3V4GNBRA8NYCZBG2Q,INS0037,2024-09-26 00:02:09.339982,32.737445,-116.929905,completed,38
INSP001293,G0V9SVN73GGGZK5F3,INS0021,2023-11-07 17:23:23.103276,40.084723,-75.07122,completed,30
INSP001294,6AVBKSPZL837MMXMD,INS0046,2024-02-07 13:27:48.212531,34.059719,-118.272194,completed,25
INSP001295,664SCUY04EKH4NTTN,INS0006,2025-04-12 18:37:28.520672,39.979906,-75.11472,completed,30
INSP001296,YBEVE90ZUY2MBVXPK,INS0025,2024-09-23 08:22:05.130644,40.665132,-73.974178,completed,20
INSP001297,UX8CTED6EL83GC1PQ,INS0019,2024-05-30 22:19:19.836582,29.34272,-98.496593,completed,33
INSP001298,WNU32OLEQ4WCLJQKJ,INS0025,2023-12-05 11:13:55.254077,29.394863,-98.337343,completed,49
INSP001299,NH2XXWFLRAI47PKQL,INS0020,2023-11-01 12:27:15.791149,33.576254,-112.10973,failed,23
INSP001300,P6NC46DVXHACNQJWP,INS0018,2023-10-04 01:57:10.185177,32.753955,-117.107377,completed,21
INSP001301,DU6MB64VFGA9NY9F0,INS0002,2024-02-06 02:31:54.530132,37.223834,-121.95781,failed,25
INSP001302,WSQL4TXZ9QQ9BTF1T,INS0031,2024-01-03 13:30:46.254676,29.349416,-98.333334,completed,39
INSP001303,HABMSM7D4XJ0WOUT4,INS0044,2024-11-03 05:32:07.070243,34.150042,-118.498465,completed,37
INSP001304,C7AQ0PMO019EG0KYI,INS0046,2024-05-31 13:25:17.874968,41.698237,-87.703333,pending_review,27
INSP001305,F4XVIXO6A32NY6SXC,INS0003,2024-11-10 11:39:36.721278,33.38943,-112.095154,completed,56
INSP001306,97H691VLEL5FXCI0M,INS0027,2024-12-17 18:44:30.594659,39.82479,-75.145276,completed,25
INSP001307,TEFCNWNE1JAF8I3W7,INS0012,2024-12-31 11:06:25.840971,32.471676,-117.101518,completed,55
INSP001308,6F7DSF0RSPM4G7VX3,INS0049,2024-09-28 00:02:51.160101,40.558244,-73.893675,completed,32
INSP001309,6A5BBIMC60DZ2KS2M,INS0027,2024-04-28 15:19:27.087512,40.667148,-74.159911,completed,50
INSP001310,CVKAL05OHEPF153YL,INS0002,2024-09-06 18:34:25.070231,37.366006,-121.982359,completed,26
INSP001311,979AM9IK2HCDK6IOC,INS0026,2024-03-14 11:48:34.130181,32.789434,-96.932398,completed,41
INSP001312,5EIJM3OHGD78DGFUN,INS0018,2025-03-08 00:22:58.263322,34.102637,-118.205858,completed,35
INSP001313,XL8S0Y87NQZVJIVLP,INS0024,2024-06-24 10:43:17.956609,37.370985,-121.707642,completed,55
INSP001314,9YUXMPHRB4AT72MDT,INS0010,2024-09-27 08:28:44.758168,29.259654,-98.498829,pending_review,22
INSP001315,8ZNWUS6WBO5OW3TYZ,INS0026,2024-11-10 09:03:56.651430,32.864059,-117.153615,completed,26
INSP001316,PK9JMGG9AWWALZIMZ,INS0020,2023-12-22 05:20:43.695661,34.260923,-118.37651,completed,54
INSP001317,SQSFMCKKC44N0LX0S,INS0050,2024-02-19 16:06:29.674934,29.505731,-95.516878,completed,46
INSP001318,LHLN6B3B4AEK06X72,INS0017,2024-12-27 10:58:23.025218,37.399625,-122.00404,in_progress,17
INSP001319,P3FG91IM4X0ZUQQD8,INS0002,2024-12-17 02:23:29.073095,39.969048,-74.988301,pending_review,41
INSP001320,F6VOLHUP3VVHTFWOS,INS0008,2024-01-26 02:41:50.661793,39.948231,-75.1406,completed,23
INSP001321,6AVBKSPZL837MMXMD,INS0011,2024-01-16 05:45:55.650840,41.830323,-87.813215,completed,42
INSP001322,Q07MHMSN72EDPBHUQ,INS0014,2023-11-17 14:30:32.224227,29.826227,-95.314338,completed,36
INSP001323,H0C06NS8GHTAWHFPX,INS0004,2023-10-12 00:39:00.239931,41.871408,-87.782618,completed,42
INSP001324,0JV9RK1C6IX9Z9SQY,INS0023,2025-04-03 19:45:10.552890,40.096778,-75.167106,completed,29
INSP001325,8FZADN2EOIHUIF7S5,INS0044,2025-04-27 21:41:17.054251,40.038448,-75.186633,completed,33
INSP001326,TEFCNWNE1JAF8I3W7,INS0010,2023-09-06 21:41:28.869026,32.755619,-96.908943,completed,44
INSP001327,UJW4PTQHDE6EKAIF2,INS0042,2025-06-19 23:00:53.139829,32.766833,-117.192084,completed,44
INSP001328,W9HC8O59XRQGNC5IC,INS0029,2024-11-13 03:40:17.659080,37.220588,-122.039119,completed,23
INSP001329,5NUD3XX8R8WAF9WC3,INS0009,2024-12-08 14:16:00.550187,29.580733,-98.445745,completed,56
INSP001330,T97P1E17VMBH9Q80D,INS0035,2025-07-12 22:19:06.162889,33.486258,-112.096169,completed,40
INSP001331,2JC6Q94VH1ICCKQI3,INS0029,2024-01-16 13:24:00.749382,29.549082,-98.583094,completed,59
INSP001332,WO9QP45GFNH4KQU4X,INS0011,2023-11-19 01:35:51.972048,37.386257,-121.805671,completed,59
INSP001333,H5GT61TN8PSP7W16Q,INS0039,2024-03-03 04:20:10.074290,39.870506,-75.088972,completed,53
INSP001334,WYA9QK6CHJ61RHU1Z,INS0047,2025-03-01 17:37:16.781502,34.107359,-118.256435,completed,39
INSP001335,DFH5N6KSJFVMYOXM2,INS0011,2023-11-20 13:22:27.267502,39.898632,-75.39091,completed,35
INSP001336,MSME53UD5BVHQVG9Q,INS0021,2023-11-30 05:10:43.364434,32.740642,-96.989009,completed,59
INSP001337,3K7KW1G7716FEZVNE,INS0006,2024-02-27 07:37:06.032200,34.109177,-118.324375,completed,45
INSP001338,VETI53PUF321HA7AT,INS0003,2024-01-09 20:19:51.780190,39.902384,-75.424752,failed,37
INSP001339,81LWTKVDS6JKIRAJR,INS0025,2025-04-07 06:57:53.122692,40.760112,-73.92797,pending_review,29
INSP001340,MHD236YSC2VMY1XTW,INS0032,2024-10-31 02:48:45.456182,32.696745,-117.052313,failed,31
INSP001341,SLSN2PGMNWP7D6OB9,INS0023,2025-05-03 07:24:47.530664,29.762698,-95.309702,completed,48
INSP001342,LKNVYJLI7A6WKUNJ6,INS0002,2025-05-17 22:15:21.768414,40.738867,-74.067633,completed,58
INSP001343,NFK0LJMEA3DDO89ZQ,INS0013,2024-01-05 14:27:54.727295,37.388351,-121.762152,completed,22
INSP001344,V9JIH43T3USO6S7K3,INS0007,2024-07-08 18:50:17.986277,32.692507,-117.133696,completed,45
INSP001345,PPG2VK3B1JA0W6X19,INS0003,2024-02-25 03:10:04.565672,40.803943,-73.991155,completed,23
INSP001346,42HTIN0IC1MY66N97,INS0036,2025-01-11 15:58:23.932884,40.531844,-73.824044,completed,29
INSP001347,G00TEDNP62UQ4RA8V,INS0029,2023-10-28 08:45:31.186898,32.767101,-96.687387,completed,47
INSP001348,GZMIWGFQUIKW3XL8C,INS0009,2025-02-10 16:13:16.125923,40.871404,-74.088099,completed,48
INSP001349,JFJW12Q58ES2WP6VM,INS0026,2024-04-28 08:07:07.930206,32.596318,-116.850112,completed,52
INSP001350,DFCH343MCGYB4BLD7,INS0020,2025-03-02 07:04:30.366110,32.722281,-96.701415,failed,32
INSP001351,Q1P3BO90HHSR8AG3X,INS0007,2023-11-17 06:11:11.182881,40.81895,-74.144025,completed,29
INSP001352,QE0YK3NFRMEHUI7W2,INS0013,2023-08-23 18:03:34.279717,32.856832,-96.827796,completed,54
INSP001353,61LPMDFOGHVFZX358,INS0011,2025-03-27 02:31:54.993110,29.79775,-95.171146,completed,41
INSP001354,G0QIK4I96K8TBDU5T,INS0002,2025-06-07 15:21:35.414163,39.716836,-75.22602,completed,25
INSP001355,4NLA121XCNXAV85KU,INS0031,2024-10-22 10:17:54.491446,37.356812,-121.878055,completed,44
INSP001356,RYJY33YD1Q2ETQNFG,INS0050,2024-10-21 13:53:35.471561,33.370592,-112.085952,completed,20
INSP001357,Z53NWHVQW5VRVTTVZ,INS0049,2025-06-20 19:56:28.813211,29.450939,-98.49167,completed,59
INSP001358,3LIMYT23BX5AJVDNC,INS0010,2025-06-11 06:24:51.605626,29.978192,-95.406201,pending_review,30
INSP001359,OIN8XF21MSA9RCQ7M,INS0041,2024-05-16 03:57:40.094939,29.616356,-95.276672,in_progress,11
INSP001360,U4FVSHRT26WA4HRGF,INS0033,2023-11-02 00:08:50.167377,39.989807,-75.150539,pending_review,21
INSP001361,IVT2SJ6CAJNOL40T1,INS0040,2025-05-02 05:07:06.087157,33.437238,-112.180877,failed,27
INSP001362,0AJ52QCPW9VGTKTVZ,INS0013,2024-08-21 07:41:40.149690,29.518529,-98.474252,completed,47
INSP001363,X3TIVT9PDOKIBHDEK,INS0041,2024-04-27 14:25:16.919961,41.912848,-87.676392,pending_review,32
INSP001364,BS2UL6WYN99J8Y2RM,INS0015,2024-02-29 21:38:32.902671,29.313622,-98.465062,completed,53
INSP001365,WY9PXMB7MSL2WRWTV,INS0021,2025-02-07 01:18:01.351044,42.018842,-87.667281,pending_review,16
INSP001366,OQSDBHKJLKO8119T9,INS0012,2025-02-22 15:34:30.262017,40.695247,-74.098773,in_progress,19
INSP001367,4VZZHWEZHF9XFR1EM,INS0050,2025-06-08 17:58:03.613249,41.525252,-87.488627,completed,51
INSP001368,TXVF5QMAAVHPDT1R8,INS0046,2025-04-10 20:46:39.982552,40.670842,-74.00907,completed,34
INSP001369,HW7JWSVFITX20JKRQ,INS0030,2024-10-15 17:22:15.668498,29.452529,-98.61707,completed,43
INSP001370,5IWAOM3HY8PO7VO9Y,INS0009,2023-10-17 12:10:58.992573,29.456294,-98.563034,completed,33
INSP001371,V9JIH43T3USO6S7K3,INS0036,2024-06-27 20:43:53.661421,29.275303,-98.405041,failed,44
INSP001372,EV7QLJW3Q1J7DXRB6,INS0035,2024-07-16 16:48:37.133503,32.465823,-117.43097,completed,41
INSP001373,TXVF5QMAAVHPDT1R8,INS0021,2024-07-30 05:51:53.087156,33.987144,-118.289092,completed,28
INSP001374,OIJLVYU1HJ78MPCX1,INS0035,2025-01-01 18:11:14.560634,32.738852,-97.022406,completed,51
INSP001375,1NMIQO94TWGKST8ID,INS0012,2024-12-13 18:47:25.711190,41.775152,-87.63088,pending_review,44
INSP001376,EDES11Q1JJW0Q9Q20,INS0019,2023-10-24 10:00:51.278337,32.829226,-116.93989,failed,21
INSP001377,K94LEXQ9UXRXI3NOE,INS0041,2024-05-12 10:01:09.165722,41.842426,-87.498835,completed,52
INSP001378,XDMTAWE4Q3AMLK6HA,INS0041,2024-03-30 10:08:14.258026,34.09501,-118.25708,completed,27
INSP001379,TEFCNWNE1JAF8I3W7,INS0025,2024-11-12 13:21:42.290993,34.158477,-118.221758,failed,26
INSP001380,AFN3XPYH6HZA24I3P,INS0038,2024-12-04 13:35:41.243027,34.101429,-118.359588,completed,56
INSP001381,2WEN03AKJRVR5SIWI,INS0043,2024-11-06 19:37:15.844875,32.65845,-117.088465,completed,26
INSP001382,DHYYDREJSQIF0T45Q,INS0022,2025-01-02 05:37:24.596870,39.894158,-75.19386,pending_review,37
INSP001383,5X446Y308J8XIR0QF,INS0004,2024-03-23 13:18:37.466649,33.31788,-112.071027,pending_review,15
INSP001384,NTGBGROOC256O3DLB,INS0014,2024-02-20 00:26:56.178295,40.612325,-74.190424,completed,33
INSP001385,YA593IGL0S0FURHTY,INS0021,2024-09-21 13:47:11.566392,34.129903,-118.319308,completed,21
INSP001386,R81K2M1B88X39RQAK,INS0039,2024-08-31 17:51:21.602809,29.818153,-95.328153,completed,29
INSP001387,AE5DE68KIW789GJZY,INS0037,2025-07-08 06:19:58.223746,32.641555,-96.751033,failed,20
INSP001388,D1CW6N8SWV3C5QH90,INS0016,2024-07-19 23:52:15.405323,29.827091,-95.254023,in_progress,28
INSP001389,YNU08DGQ12EAQ7O8T,INS0009,2024-09-07 06:33:43.827040,33.910966,-118.206853,completed,36
INSP001390,0JV9RK1C6IX9Z9SQY,INS0050,2025-02-11 22:44:29.971611,33.647463,-111.948341,completed,30
INSP001391,4020XH3N2SRWU0AP8,INS0009,2025-05-07 00:49:56.469060,39.851491,-75.212406,completed,39
INSP001392,40QQQP77PYF15T0OZ,INS0030,2025-05-14 00:39:55.806333,37.285554,-121.942869,completed,22
INSP001393,KAPJCDM4V9MZ6IC8E,INS0041,2024-03-17 13:35:40.923755,39.895163,-75.078727,failed,29
INSP001394,QT6JMXOINXIQ7GGEM,INS0002,2025-06-08 16:38:18.322889,29.380759,-98.493932,completed,26
INSP001395,IALSR7TWAJISW99O6,INS0044,2025-06-04 00:29:38.419800,40.608587,-73.955577,completed,37
INSP001396,P17Q7X2KKE4KRM7O4,INS0031,2025-01-06 13:59:01.534536,39.898492,-75.252082,failed,41
INSP001397,CCTNJ1KF70W75J2PB,INS0017,2024-05-16 18:55:33.782120,41.873779,-87.645245,completed,44
INSP001398,PARBV4PNIEAZV36WR,INS0016,2024-01-06 01:08:44.695704,34.108122,-118.396523,completed,33
INSP001399,NFK0LJMEA3DDO89ZQ,INS0015,2023-09-16 19:19:07.529465,40.050382,-75.344722,completed,34
INSP001400,FR96NL40DHX2W1S82,INS0031,2024-06-18 22:06:01.680550,40.547459,-74.011858,completed,43
INSP001401,XPFXE3BUA4DXIU6UV,INS0045,2025-03-17 19:40:42.735785,41.996972,-87.603854,failed,40
INSP001402,BV7WIRA7M4ECMWWEQ,INS0041,2025-05-05 23:52:19.961516,32.732418,-96.811262,completed,30
INSP001403,OV290KRQ9PXGFTHOY,INS0008,2024-03-07 18:27:38.453905,32.67889,-96.850442,completed,49
INSP001404,XEPAU1SKZZ79ZWQJ3,INS0041,2025-05-31 12:16:15.758898,34.016948,-118.242035,completed,59
INSP001405,H2V82XSOMA7T8SUKE,INS0019,2024-12-09 08:59:17.046434,40.807787,-74.11702,completed,40
INSP001406,0Y7GUU76A5O56OOUH,INS0001,2023-12-24 06:44:07.860223,37.35162,-121.896742,completed,42
INSP001407,69K9WRENS7N8B4STY,INS0013,2024-08-21 18:11:19.825683,29.71899,-95.364248,completed,44
INSP001408,IF1ZNX41DX2ZOXGPE,INS0040,2024-07-15 21:00:00.391108,32.609602,-96.714345,completed,35
INSP001409,EJB27WJM7XADRKUSE,INS0002,2024-07-26 15:35:04.764066,32.778349,-96.696447,failed,28
INSP001410,YVH1BMRADQ6HMCCP8,INS0019,2024-09-19 08:40:43.866896,33.483356,-112.076745,completed,42
INSP001411,B9GUQ7PCEVCKGY3HK,INS0002,2023-07-25 19:00:52.717205,34.165217,-118.231813,failed,33
INSP001412,F2LPAV2RGZUU0FS6P,INS0041,2024-09-06 10:26:35.876652,41.905162,-87.63567,completed,37
INSP001413,8GEAAKNU2KF2M7098,INS0013,2023-12-11 03:31:33.249174,34.200115,-118.24073,in_progress,22
INSP001414,EXYELDYWD3YTERGMK,INS0046,2024-04-03 02:16:34.953529,32.809885,-96.808166,completed,56
INSP001415,XPFXE3BUA4DXIU6UV,INS0050,2024-11-09 21:37:35.401399,29.56025,-98.587442,completed,58
INSP001416,H2V82XSOMA7T8SUKE,INS0021,2023-12-20 05:12:50.386969,41.953559,-87.722923,pending_review,30
INSP001417,374D1QQI9PVUJJT7F,INS0038,2025-05-22 13:04:27.206867,34.056309,-118.146141,completed,45
INSP001418,Q93UXUCZEX5FM7JNT,INS0012,2024-05-12 15:04:37.350958,29.824676,-95.425257,completed,57
INSP001419,3JAD2O1LBSQTIDGE1,INS0048,2025-05-11 02:04:27.529748,33.465319,-112.099695,pending_review,42
INSP001420,24J3U3OI2HA0T3YUN,INS0022,2024-03-02 09:05:13.209104,37.290237,-122.051673,pending_review,25
INSP001421,C3QOCBK8KKPQNU5T6,INS0018,2025-02-10 20:16:44.748670,40.720179,-73.870735,completed,41
INSP001422,TM00BLUROQZIP5PRP,INS0017,2024-10-26 11:06:22.192663,33.602435,-112.195144,completed,28
INSP001423,FP39WPT2UFC4D9P7N,INS0008,2024-10-13 12:41:54.797689,34.020616,-118.355616,completed,46
INSP001424,QEGLFFKSDMPXKXRVE,INS0011,2024-05-02 17:52:58.579717,33.504178,-112.015931,completed,35
INSP001425,NLE0DU9UXXTWBKE48,INS0013,2024-11-16 21:13:47.440230,33.311934,-112.085044,completed,36
INSP001426,NLQUSX52810X9YB96,INS0011,2024-07-15 16:52:18.187951,37.190332,-121.801044,in_progress,25
INSP001427,23C4DX76V6A0LHLOG,INS0025,2025-04-17 02:08:27.298010,32.647062,-117.142458,completed,36
INSP001428,5C04VVSOABKRRNA2T,INS0016,2024-02-17 00:35:34.641152,41.925228,-87.784286,completed,22
INSP001429,E9CLD75WKNZU9D97Q,INS0034,2023-11-11 19:11:57.939436,34.045273,-118.292913,completed,59
INSP001430,XHQLUBL04WXBHWF6D,INS0024,2025-05-11 19:15:11.521119,29.841281,-95.406426,completed,57
INSP001431,3YF95AGHCO4D20ZH5,INS0047,2024-10-19 07:52:02.708740,29.801062,-95.347224,completed,56
INSP001432,WB5TA6JBC74NWRO4O,INS0023,2025-04-22 22:18:46.973696,37.251408,-121.674582,completed,51
INSP001433,71RSW668281D1XFAB,INS0038,2025-06-28 23:33:00.889679,33.52186,-111.943864,in_progress,11
