report_id,inspection_id,damage_type,severity,estimated_cost,part_affected,image_count
REP001816,INSP001204,Structural Damage,3,7809.56,Rear Bumper,4
REP001817,INSP001205,Crack,5,2705.36,Hood,4
REP001818,INSP001205,Structural Damage,3,8095.21,Right Rear Fender,2
REP001819,INSP001205,Structural Damage,5,17603.75,Right Front Fender,2
REP001820,INSP001205,Scratch,3,508.8,Right Front Door,1
REP001821,INSP001205,Dent,2,651.07,Rear Window,3
REP001822,INSP001206,Crack,3,1709.26,Right Front Fender,5
REP001823,INSP001207,Crack,1,522.02,Front Bumper,3
REP001824,INSP001208,Paint Damage,4,2757.14,Roof,3
REP001825,INSP001209,Paint Damage,5,4435.85,Trunk,2
REP001826,INSP001210,Scratch,3,518.05,Right Rear Door,2
REP001827,INSP001210,Structural Damage,5,16655.69,Right Front Door,2
REP001828,INSP001210,Structural Damage,5,14076.5,Roof,2
REP001829,INSP001211,Paint Damage,3,2874.28,Right Rear Door,3
REP001830,INSP001211,Glass Damage,5,4120.2,Left Rear Door,3
REP001831,INSP001211,Paint Damage,1,694.57,Right Rear Fender,1
REP001832,INSP001211,Structural Damage,2,7060.48,Windshield,2
REP001833,INSP001211,Rust,1,585.91,Right Rear Door,5
REP001834,INSP001212,Paint Damage,5,4349.66,Right Front Door,1
REP001835,INSP001213,Scratch,2,421.83,Trunk,1
REP001836,INSP001214,Structural Damage,5,17967.5,Rear Window,5
REP001837,INSP001216,Scratch,5,993.11,Rear Bumper,5
REP001838,INSP001219,Structural Damage,4,10657.58,Roof,3
REP001839,INSP001220,Rust,4,1827.32,Windshield,3
REP001840,INSP001221,Dent,2,747.02,Right Rear Door,2
REP001841,INSP001223,Crack,2,1105.99,Trunk,1
REP001842,INSP001223,Dent,2,770.44,Left Front Fender,4
REP001843,INSP001223,Glass Damage,2,2377.64,Roof,4
REP001844,INSP001223,Bumper Damage,3,3328.88,Left Rear Door,4
REP001845,INSP001223,Dent,5,1611.99,Rear Bumper,5
REP001846,INSP001224,Glass Damage,5,4082.46,Left Rear Door,3
REP001847,INSP001225,Crack,1,678.26,Right Rear Door,2
REP001848,INSP001228,Crack,2,1427.26,Left Front Door,3
REP001849,INSP001229,Bumper Damage,5,6411.1,Rear Window,3
REP001850,INSP001229,Bumper Damage,2,2775.49,Rear Window,2
REP001851,INSP001229,Crack,1,567.52,Left Rear Door,3
REP001852,INSP001230,Rust,4,1842.88,Windshield,2
REP001853,INSP001232,Dent,3,1088.4,Left Front Fender,5
REP001854,INSP001232,Structural Damage,5,14406.35,Right Front Door,3
REP001855,INSP001232,Dent,3,1394.54,Right Front Door,2
REP001856,INSP001233,Glass Damage,2,1800.8,Trunk,5
REP001857,INSP001236,Rust,3,1247.38,Left Rear Fender,5
REP001858,INSP001237,Crack,3,1633.77,Right Front Fender,1
REP001859,INSP001237,Bumper Damage,2,2012.95,Hood,1
REP001860,INSP001237,Scratch,4,904.27,Left Front Door,1
REP001861,INSP001237,Bumper Damage,1,1108.18,Rear Window,4
REP001862,INSP001239,Bumper Damage,5,5893.63,Left Front Fender,5
REP001863,INSP001239,Scratch,2,359.81,Trunk,1
REP001864,INSP001239,Paint Damage,5,4306.28,Roof,1
REP001865,INSP001240,Crack,5,3365.92,Right Rear Door,2
REP001866,INSP001240,Crack,2,1425.52,Rear Bumper,2
REP001867,INSP001241,Glass Damage,4,4630.9,Right Front Fender,5
REP001868,INSP001241,Rust,2,917.58,Rear Window,1
REP001869,INSP001241,Structural Damage,5,15425.14,Trunk,3
REP001870,INSP001241,Paint Damage,1,671.89,Hood,1
REP001871,INSP001241,Glass Damage,4,3265.62,Right Rear Door,3
REP001872,INSP001242,Glass Damage,3,2582.44,Rear Window,1
REP001873,INSP001245,Paint Damage,5,3569.18,Left Rear Door,5
REP001874,INSP001247,Bumper Damage,2,2046.54,Rear Window,1
REP001875,INSP001248,Scratch,2,461.72,Hood,3
REP001876,INSP001248,Dent,1,372.94,Right Front Door,2
REP001877,INSP001248,Paint Damage,1,855.77,Left Rear Door,4
REP001878,INSP001248,Bumper Damage,5,6905.62,Left Front Door,5
REP001879,INSP001249,Dent,1,442.57,Hood,2
REP001880,INSP001250,Bumper Damage,1,1116.9,Left Front Door,2
REP001881,INSP001250,Scratch,5,1135.27,Right Rear Door,1
REP001882,INSP001251,Glass Damage,1,829.06,Left Rear Door,2
REP001883,INSP001251,Crack,5,3004.57,Roof,5
REP001884,INSP001252,Dent,4,1330.55,Hood,1
REP001885,INSP001252,Bumper Damage,5,5874.96,Rear Window,3
REP001886,INSP001252,Structural Damage,5,15501.87,Rear Window,5
REP001887,INSP001253,Structural Damage,3,9202.76,Hood,5
REP001888,INSP001253,Bumper Damage,2,2209.13,Right Rear Door,5
REP001889,INSP001253,Bumper Damage,5,5640.66,Right Front Door,4
REP001890,INSP001253,Structural Damage,5,13513.1,Left Rear Fender,4
REP001891,INSP001253,Bumper Damage,4,4967.47,Front Bumper,5
REP001892,INSP001255,Scratch,4,658.25,Rear Window,4
REP001893,INSP001255,Dent,3,1352.3,Roof,1
REP001894,INSP001256,Scratch,2,388.29,Left Front Door,2
REP001895,INSP001256,Paint Damage,4,3451.68,Left Rear Fender,4
REP001896,INSP001257,Scratch,4,799.71,Left Rear Door,5
REP001897,INSP001257,Glass Damage,2,1878.71,Hood,3
REP001898,INSP001258,Bumper Damage,2,2778.37,Roof,1
REP001899,INSP001258,Structural Damage,4,13191.45,Right Front Door,3
REP001900,INSP001259,Structural Damage,4,14180.11,Trunk,1
REP001901,INSP001260,Structural Damage,1,2693.82,Trunk,1
REP001902,INSP001260,Structural Damage,1,2945.35,Left Rear Door,4
REP001903,INSP001260,Structural Damage,3,10183.38,Left Front Fender,5
REP001904,INSP001262,Glass Damage,4,3662.65,Left Rear Fender,3
REP001905,INSP001264,Bumper Damage,3,3340.5,Right Front Fender,1
REP001906,INSP001264,Glass Damage,5,4909.51,Left Rear Door,4
REP001907,INSP001265,Paint Damage,2,1742.29,Left Rear Door,5
REP001908,INSP001267,Dent,1,346.69,Trunk,2
REP001909,INSP001270,Structural Damage,1,3545.13,Left Front Fender,5
REP001910,INSP001270,Rust,2,1185.42,Right Rear Fender,4
REP001911,INSP001270,Paint Damage,1,869.39,Roof,1
REP001912,INSP001271,Rust,5,2165.77,Windshield,5
REP001913,INSP001271,Structural Damage,5,13384.03,Roof,5
REP001914,INSP001274,Glass Damage,1,855.39,Front Bumper,1
REP001915,INSP001274,Glass Damage,4,3439.25,Left Rear Door,4
REP001916,INSP001274,Crack,5,2773.11,Rear Window,4
REP001917,INSP001275,Crack,4,2042.98,Trunk,4
REP001918,INSP001275,Paint Damage,2,1771.73,Rear Bumper,2
REP001919,INSP001275,Scratch,3,634.67,Front Bumper,4
REP001920,INSP001276,Scratch,2,343.99,Trunk,1
REP001921,INSP001277,Rust,2,1041.62,Right Front Fender,5
REP001922,INSP001279,Paint Damage,3,2626.38,Rear Window,4
REP001923,INSP001279,Rust,3,1450.64,Right Rear Fender,3
REP001924,INSP001280,Glass Damage,4,4276.09,Trunk,2
REP001925,INSP001281,Structural Damage,2,6796.47,Rear Bumper,5
REP001926,INSP001283,Structural Damage,1,3042.18,Trunk,1
REP001927,INSP001283,Scratch,3,547.45,Left Front Fender,5
REP001928,INSP001283,Rust,5,2956.05,Rear Window,1
REP001929,INSP001284,Crack,5,3093.99,Left Rear Fender,4
REP001930,INSP001286,Scratch,2,424.34,Hood,3
REP001931,INSP001286,Structural Damage,1,2574.68,Left Rear Fender,5
REP001932,INSP001286,Crack,1,493.18,Right Front Fender,4
REP001933,INSP001286,Dent,2,828.79,Hood,2
REP001934,INSP001287,Scratch,2,405.46,Trunk,3
REP001935,INSP001287,Dent,5,2330.05,Right Rear Door,2
REP001936,INSP001288,Scratch,5,1042.22,Right Front Door,1
REP001937,INSP001288,Glass Damage,4,3553.31,Trunk,5
REP001938,INSP001288,Dent,4,1663.7,Left Front Fender,1
REP001939,INSP001289,Rust,5,2402.35,Windshield,5
REP001940,INSP001289,Scratch,4,702.13,Left Front Door,1
REP001941,INSP001289,Bumper Damage,3,2989.6,Trunk,4
REP001942,INSP001289,Rust,2,819.7,Roof,3
REP001943,INSP001289,Bumper Damage,4,5703.04,Left Rear Fender,4
REP001944,INSP001291,Crack,1,606.91,Left Rear Door,5
REP001945,INSP001292,Scratch,1,212.86,Left Front Door,1
REP001946,INSP001292,Dent,4,1667.81,Hood,4
REP001947,INSP001294,Paint Damage,2,1345.35,Rear Bumper,5
REP001948,INSP001294,Bumper Damage,1,1176.32,Rear Window,4
REP001949,INSP001295,Dent,4,1283.2,Right Rear Fender,1
REP001950,INSP001295,Glass Damage,4,4526.52,Left Rear Door,2
REP001951,INSP001297,Scratch,5,953.03,Trunk,4
REP001952,INSP001300,Glass Damage,3,2715.5,Right Front Door,4
REP001953,INSP001302,Structural Damage,5,15719.04,Right Front Fender,4
REP001954,INSP001302,Scratch,5,1178.79,Hood,5
REP001955,INSP001302,Paint Damage,5,4153.13,Hood,3
REP001956,INSP001302,Glass Damage,5,5760.77,Hood,2
REP001957,INSP001303,Rust,1,473.38,Right Front Door,2
REP001958,INSP001305,Paint Damage,1,673.48,Right Front Fender,1
REP001959,INSP001306,Structural Damage,2,6541.3,Front Bumper,4
REP001960,INSP001307,Rust,5,2773.27,Rear Bumper,2
REP001961,INSP001308,Rust,5,2587.06,Hood,1
REP001962,INSP001308,Structural Damage,1,2785.0,Left Rear Door,3
REP001963,INSP001309,Scratch,1,217.2,Rear Window,2
REP001964,INSP001309,Scratch,3,597.23,Right Rear Fender,5
REP001965,INSP001310,Crack,2,1167.17,Right Rear Fender,5
REP001966,INSP001310,Structural Damage,1,3011.42,Right Rear Door,2
REP001967,INSP001311,Structural Damage,2,5762.61,Rear Window,1
REP001968,INSP001312,Paint Damage,3,2243.1,Right Rear Fender,3
REP001969,INSP001312,Dent,4,1547.06,Right Rear Door,5
REP001970,INSP001313,Bumper Damage,3,3242.63,Left Front Door,1
REP001971,INSP001313,Structural Damage,1,3281.25,Trunk,4
REP001972,INSP001316,Dent,5,1839.31,Front Bumper,5
REP001973,INSP001317,Structural Damage,2,5273.78,Right Front Fender,3
REP001974,INSP001320,Crack,2,1278.87,Left Front Door,4
REP001975,INSP001320,Glass Damage,2,2160.93,Hood,3
REP001976,INSP001320,Glass Damage,1,996.58,Left Front Fender,1
REP001977,INSP001321,Scratch,3,565.53,Left Front Door,1
REP001978,INSP001321,Crack,1,719.59,Roof,3
REP001979,INSP001322,Crack,2,1333.49,Left Front Door,2
REP001980,INSP001322,Bumper Damage,3,3419.17,Left Rear Door,5
REP001981,INSP001322,Crack,5,2518.38,Rear Window,1
REP001982,INSP001322,Dent,3,1297.7,Rear Bumper,4
REP001983,INSP001323,Bumper Damage,3,3910.56,Hood,3
REP001984,INSP001323,Scratch,1,182.59,Right Front Fender,1
REP001985,INSP001323,Dent,4,1473.75,Hood,2
REP001986,INSP001324,Scratch,4,697.45,Left Rear Door,2
REP001987,INSP001324,Rust,1,417.05,Rear Bumper,4
REP001988,INSP001325,Paint Damage,1,941.16,Left Front Door,1
REP001989,INSP001325,Bumper Damage,1,1053.52,Rear Window,2
REP001990,INSP001325,Paint Damage,2,1517.66,Trunk,2
REP001991,INSP001326,Rust,3,1503.5,Right Rear Door,1
REP001992,INSP001326,Scratch,5,1194.83,Right Rear Door,2
REP001993,INSP001326,Bumper Damage,3,3526.81,Front Bumper,5
REP001994,INSP001326,Structural Damage,1,2762.68,Left Rear Fender,5
REP001995,INSP001327,Rust,5,2752.02,Right Front Fender,3
REP001996,INSP001328,Paint Damage,5,4783.99,Hood,3
REP001997,INSP001328,Rust,4,1604.79,Right Front Door,5
REP001998,INSP001329,Glass Damage,4,4440.19,Windshield,5
REP001999,INSP001330,Crack,3,1979.44,Windshield,4
REP002000,INSP001331,Scratch,2,343.91,Front Bumper,5
REP002001,INSP001332,Paint Damage,1,747.72,Right Rear Door,1
REP002002,INSP001332,Bumper Damage,1,1137.49,Rear Window,4
REP002003,INSP001333,Dent,5,1809.72,Right Front Door,2
REP002004,INSP001333,Glass Damage,5,4476.84,Left Rear Fender,2
REP002005,INSP001333,Glass Damage,4,4100.38,Right Rear Door,5
REP002006,INSP001334,Crack,5,3589.02,Right Rear Door,4
REP002007,INSP001335,Bumper Damage,1,1153.27,Right Rear Fender,1
REP002008,INSP001337,Dent,3,1330.8,Left Rear Fender,3
REP002009,INSP001337,Paint Damage,2,1905.73,Left Front Door,5
REP002010,INSP001341,Paint Damage,3,2854.31,Hood,5
REP002011,INSP001342,Structural Damage,3,9647.16,Hood,1
REP002012,INSP001342,Crack,3,1479.13,Hood,1
REP002013,INSP001342,Bumper Damage,3,3881.47,Right Front Fender,1
REP002014,INSP001343,Dent,3,1188.74,Right Rear Fender,2
REP002015,INSP001343,Bumper Damage,3,2942.18,Left Front Door,4
REP002016,INSP001344,Scratch,5,800.57,Hood,5
REP002017,INSP001345,Crack,1,601.24,Front Bumper,3
REP002018,INSP001345,Structural Damage,2,6247.27,Right Front Fender,2
REP002019,INSP001345,Rust,1,548.27,Roof,5
REP002020,INSP001345,Crack,2,1101.04,Hood,3
REP002021,INSP001345,Dent,4,1908.12,Left Front Fender,1
REP002022,INSP001346,Rust,5,2697.19,Right Rear Fender,1
REP002023,INSP001346,Bumper Damage,3,3357.11,Windshield,4
REP002024,INSP001347,Paint Damage,5,4612.16,Roof,2
REP002025,INSP001347,Crack,3,1963.85,Front Bumper,2
REP002026,INSP001348,Crack,2,1353.69,Left Front Fender,2
REP002027,INSP001348,Glass Damage,1,1014.43,Left Rear Door,5
REP002028,INSP001349,Rust,3,1773.86,Rear Window,2
REP002029,INSP001349,Structural Damage,5,12025.25,Left Front Fender,3
REP002030,INSP001349,Dent,2,806.67,Right Front Door,1
REP002031,INSP001349,Structural Damage,2,6543.14,Windshield,3
REP002032,INSP001349,Glass Damage,5,4520.45,Rear Window,4
REP002033,INSP001355,Scratch,4,851.98,Trunk,3
REP002034,INSP001355,Paint Damage,2,1798.97,Left Rear Fender,5
REP002035,INSP001356,Rust,5,2228.3,Right Front Door,2
REP002036,INSP001357,Scratch,3,483.29,Front Bumper,3
REP002037,INSP001357,Structural Damage,4,14225.56,Left Rear Door,2
REP002038,INSP001362,Crack,5,3360.48,Left Rear Fender,5
REP002039,INSP001367,Structural Damage,5,14652.2,Left Front Fender,2
REP002040,INSP001367,Glass Damage,2,2306.31,Right Front Fender,1
REP002041,INSP001368,Scratch,3,540.06,Right Front Door,2
REP002042,INSP001368,Dent,4,1675.5,Right Front Door,5
REP002043,INSP001369,Glass Damage,1,1123.59,Right Rear Door,3
REP002044,INSP001369,Paint Damage,4,2608.74,Left Front Fender,3
REP002045,INSP001370,Scratch,3,631.94,Right Front Fender,1
REP002046,INSP001370,Rust,3,1763.29,Rear Bumper,3
REP002047,INSP001370,Structural Damage,2,5077.28,Right Rear Fender,1
REP002048,INSP001370,Scratch,3,643.98,Windshield,1
REP002049,INSP001372,Rust,1,578.27,Hood,2
REP002050,INSP001372,Dent,4,1711.0,Rear Window,3
REP002051,INSP001373,Paint Damage,2,1889.33,Trunk,5
REP002052,INSP001373,Crack,5,3367.57,Front Bumper,5
REP002053,INSP001377,Scratch,4,907.62,Rear Window,3
REP002054,INSP001377,Rust,4,1682.3,Left Front Door,4
REP002055,INSP001380,Scratch,5,1027.78,Left Rear Fender,1
REP002056,INSP001380,Crack,1,666.77,Right Rear Fender,2
REP002057,INSP001381,Structural Damage,3,9706.35,Right Rear Door,4
REP002058,INSP001381,Scratch,2,479.0,Front Bumper,2
REP002059,INSP001381,Bumper Damage,5,4835.06,Left Rear Fender,1
REP002060,INSP001384,Scratch,5,1059.18,Left Front Door,5
REP002061,INSP001385,Glass Damage,4,3722.73,Hood,1
REP002062,INSP001389,Rust,3,1752.27,Roof,3
REP002063,INSP001389,Structural Damage,3,10562.72,Right Rear Door,4
REP002064,INSP001390,Scratch,5,1117.32,Left Rear Door,2
REP002065,INSP001391,Crack,4,2415.39,Left Front Door,3
REP002066,INSP001391,Paint Damage,5,4455.13,Rear Window,4
REP002067,INSP001392,Rust,1,592.2,Trunk,1
REP002068,INSP001394,Rust,1,589.29,Rear Bumper,5
REP002069,INSP001395,Dent,5,2301.9,Right Rear Door,3
REP002070,INSP001395,Bumper Damage,1,1167.51,Right Rear Door,2
REP002071,INSP001397,Glass Damage,1,909.47,Right Front Fender,5
REP002072,INSP001398,Rust,1,459.77,Left Front Door,1
REP002073,INSP001399,Structural Damage,2,6691.48,Left Front Door,2
REP002074,INSP001400,Glass Damage,1,958.89,Trunk,2
REP002075,INSP001400,Glass Damage,4,3864.88,Rear Bumper,3
REP002076,INSP001402,Glass Damage,3,3371.73,Roof,3
REP002077,INSP001403,Paint Damage,2,1655.53,Hood,3
REP002078,INSP001404,Crack,4,2627.84,Trunk,2
REP002079,INSP001404,Rust,3,1632.85,Roof,5
REP002080,INSP001404,Glass Damage,5,5563.67,Rear Window,1
REP002081,INSP001405,Structural Damage,3,9379.05,Right Rear Fender,3
REP002082,INSP001406,Structural Damage,1,3052.2,Left Front Fender,3
REP002083,INSP001406,Dent,3,1419.25,Hood,5
REP002084,INSP001406,Paint Damage,3,2339.73,Trunk,1
REP002085,INSP001408,Scratch,2,342.79,Trunk,3
REP002086,INSP001408,Paint Damage,5,4012.49,Hood,4
REP002087,INSP001410,Structural Damage,3,9369.19,Front Bumper,2
REP002088,INSP001410,Structural Damage,3,8218.27,Right Front Door,4
REP002089,INSP001410,Bumper Damage,5,5921.61,Left Rear Fender,4
REP002090,INSP001410,Scratch,4,845.9,Rear Bumper,2
REP002091,INSP001410,Bumper Damage,2,2049.66,Left Front Fender,5
REP002092,INSP001412,Dent,5,1992.03,Trunk,5
REP002093,INSP001412,Paint Damage,2,1377.42,Left Front Door,1
REP002094,INSP001414,Rust,4,2382.28,Right Front Door,2
REP002095,INSP001415,Scratch,3,535.79,Left Front Fender,3
REP002096,INSP001417,Bumper Damage,3,3653.06,Trunk,1
REP002097,INSP001418,Dent,5,2117.88,Left Front Fender,3
REP002098,INSP001418,Rust,3,1555.38,Roof,5
REP002099,INSP001421,Bumper Damage,5,5017.47,Front Bumper,3
REP002100,INSP001421,Glass Damage,3,3230.14,Windshield,1
REP002101,INSP001421,Paint Damage,2,1864.47,Left Front Door,4
REP002102,INSP001421,Scratch,1,210.95,Rear Bumper,1
REP002103,INSP001422,Paint Damage,5,4670.47,Right Front Door,5
REP002104,INSP001422,Paint Damage,4,3360.37,Trunk,1
REP002105,INSP001422,Bumper Damage,2,2278.03,Rear Window,5
REP002106,INSP001422,Glass Damage,5,4352.49,Rear Window,3
REP002107,INSP001423,Glass Damage,3,3078.41,Rear Window,4
REP002108,INSP001423,Structural Damage,2,7045.06,Front Bumper,2
REP002109,INSP001423,Glass Damage,4,4776.03,Rear Bumper,5
REP002110,INSP001423,Paint Damage,4,3578.46,Left Rear Fender,1
REP002111,INSP001424,Rust,2,909.07,Rear Window,5
REP002112,INSP001427,Dent,4,1289.0,Left Front Door,4
REP002113,INSP001427,Crack,5,3347.93,Front Bumper,5
REP002114,INSP001427,Paint Damage,2,1756.26,Hood,2
REP002115,INSP001427,Glass Damage,2,1742.55,Right Front Door,3
REP002116,INSP001429,Structural Damage,2,5944.88,Rear Window,2
REP002117,INSP001429,Structural Damage,1,3557.19,Hood,3
REP002118,INSP001429,Scratch,4,770.41,Right Front Fender,1
REP002119,INSP001430,Paint Damage,5,3362.41,Trunk,5
REP002120,INSP001430,Bumper Damage,5,4957.79,Rear Bumper,2
REP002121,INSP001430,Bumper Damage,4,3921.33,Left Rear Door,5
REP002122,INSP001430,Glass Damage,3,3210.13,Windshield,3
REP002123,INSP001430,Bumper Damage,2,2232.1,Rear Bumper,3
REP002124,INSP001431,Paint Damage,5,4232.81,Windshield,5
REP002125,INSP001431,Bumper Damage,4,5190.89,Rear Bumper,1
REP002126,INSP001431,Dent,2,717.33,Right Front Fender,5
REP002127,INSP001432,Paint Damage,1,919.54,Right Front Fender,4
REP002128,INSP001438,Dent,4,1877.26,Right Front Fender,4
REP002129,INSP001439,Rust,5,2675.33,Right Front Door,3
REP002130,INSP001439,Structural Damage,5,15095.41,Hood,4
REP002131,INSP001441,Crack,1,596.77,Right Rear Door,1
REP002132,INSP001442,Dent,3,963.7,Right Front Fender,5
REP002133,INSP001444,Glass Damage,1,1120.69,Right Front Door,1
REP002134,INSP001444,Dent,1,349.41,Left Front Door,2
REP002135,INSP001444,Paint Damage,4,3665.38,Rear Bumper,1
REP002136,INSP001444,Dent,2,761.26,Roof,5
REP002137,INSP001445,Scratch,3,486.39,Trunk,3
REP002138,INSP001446,Bumper Damage,5,6031.05,Front Bumper,5
REP002139,INSP001448,Crack,1,548.74,Left Front Fender,4
REP002140,INSP001449,Paint Damage,5,4462.86,Hood,2
REP002141,INSP001450,Structural Damage,5,12455.61,Right Rear Door,5
REP002142,INSP001455,Paint Damage,4,3423.94,Right Rear Fender,1
REP002143,INSP001456,Dent,2,887.64,Rear Window,2
REP002144,INSP001456,Glass Damage,2,1776.01,Hood,4
REP002145,INSP001456,Structural Damage,2,5879.64,Left Rear Fender,4
REP002146,INSP001456,Dent,4,1794.21,Right Rear Door,3
REP002147,INSP001458,Scratch,1,217.07,Windshield,4
REP002148,INSP001459,Structural Damage,5,17059.96,Windshield,4
REP002149,INSP001459,Scratch,4,869.86,Right Rear Door,2
REP002150,INSP001459,Rust,3,1784.49,Roof,4
REP002151,INSP001462,Rust,2,1199.29,Left Front Fender,3
REP002152,INSP001462,Dent,5,1778.37,Hood,1
REP002153,INSP001462,Rust,4,2281.18,Hood,2
REP002154,INSP001462,Scratch,4,768.45,Rear Bumper,1
REP002155,INSP001463,Scratch,3,603.59,Right Front Door,5
REP002156,INSP001463,Dent,4,1329.51,Roof,5
REP002157,INSP001463,Crack,1,630.05,Right Rear Door,4
REP002158,INSP001463,Glass Damage,1,1062.99,Right Rear Fender,5
REP002159,INSP001463,Structural Damage,5,16395.33,Hood,2
REP002160,INSP001465,Crack,1,512.53,Rear Bumper,4
REP002161,INSP001465,Scratch,1,176.92,Right Rear Fender,3
REP002162,INSP001466,Rust,5,2198.94,Rear Window,5
REP002163,INSP001467,Rust,5,2208.45,Right Rear Door,2
REP002164,INSP001468,Paint Damage,5,3795.12,Trunk,2
REP002165,INSP001469,Crack,4,2341.27,Trunk,1
REP002166,INSP001469,Bumper Damage,3,4072.5,Trunk,1
REP002167,INSP001469,Rust,1,512.73,Hood,2
REP002168,INSP001469,Bumper Damage,1,1277.91,Windshield,3
REP002169,INSP001470,Structural Damage,3,10591.93,Roof,2
REP002170,INSP001470,Dent,3,972.85,Roof,1
REP002171,INSP001470,Crack,5,3262.25,Windshield,1
REP002172,INSP001470,Crack,2,1068.83,Left Rear Fender,5
REP002173,INSP001472,Rust,5,2467.17,Windshield,1
REP002174,INSP001472,Structural Damage,5,14563.87,Right Rear Fender,1
REP002175,INSP001472,Paint Damage,2,1781.79,Left Rear Fender,2
REP002176,INSP001476,Scratch,1,208.47,Rear Bumper,5
REP002177,INSP001478,Bumper Damage,4,5388.82,Rear Window,3
REP002178,INSP001478,Rust,2,959.87,Rear Bumper,3
REP002179,INSP001478,Structural Damage,3,8272.9,Right Rear Door,4
REP002180,INSP001480,Structural Damage,2,6243.08,Front Bumper,3
REP002181,INSP001480,Glass Damage,2,2266.93,Windshield,2
REP002182,INSP001480,Crack,5,2798.15,Trunk,4
REP002183,INSP001480,Crack,2,1013.42,Front Bumper,4
REP002184,INSP001482,Dent,3,1200.49,Hood,2
REP002185,INSP001482,Scratch,3,687.99,Left Rear Door,2
REP002186,INSP001482,Dent,4,1463.75,Right Front Fender,5
REP002187,INSP001482,Bumper Damage,5,5644.06,Right Rear Door,5
REP002188,INSP001482,Paint Damage,3,2832.87,Rear Window,1
REP002189,INSP001483,Paint Damage,5,4220.35,Rear Window,2
REP002190,INSP001483,Glass Damage,3,2877.42,Right Front Fender,4
REP002191,INSP001484,Scratch,4,755.52,Roof,2
REP002192,INSP001484,Dent,5,2247.04,Right Front Fender,2
REP002193,INSP001485,Structural Damage,3,7830.9,Right Front Fender,1
REP002194,INSP001486,Glass Damage,5,4245.56,Right Rear Door,4
REP002195,INSP001487,Crack,2,970.79,Left Rear Door,4
REP002196,INSP001487,Crack,5,3582.67,Left Front Door,3
REP002197,INSP001487,Glass Damage,2,2035.13,Right Front Fender,4
REP002198,INSP001488,Scratch,1,238.3,Left Front Fender,1
REP002199,INSP001489,Crack,5,3207.7,Left Rear Door,1
REP002200,INSP001489,Crack,5,2725.31,Hood,4
REP002201,INSP001489,Bumper Damage,1,1182.6,Left Front Fender,4
REP002202,INSP001489,Dent,4,1788.2,Front Bumper,4
REP002203,INSP001492,Scratch,4,927.27,Right Front Door,2
REP002204,INSP001492,Structural Damage,4,13519.41,Left Front Door,5
REP002205,INSP001493,Glass Damage,3,2779.06,Roof,3
REP002206,INSP001495,Crack,2,1248.75,Hood,1
REP002207,INSP001497,Bumper Damage,3,3735.93,Right Front Door,5
REP002208,INSP001498,Crack,2,1351.9,Hood,2
REP002209,INSP001499,Glass Damage,1,1061.82,Windshield,2
REP002210,INSP001499,Paint Damage,3,2063.41,Left Front Fender,4
REP002211,INSP001499,Bumper Damage,5,5314.44,Right Rear Door,4
REP002212,INSP001500,Paint Damage,5,4304.28,Roof,2
REP002213,INSP001500,Bumper Damage,5,6687.87,Windshield,2
REP002214,INSP001503,Rust,5,2832.96,Left Rear Fender,5
REP002215,INSP001503,Scratch,4,740.56,Front Bumper,4
REP002216,INSP001503,Paint Damage,1,734.01,Left Front Fender,3
REP002217,INSP001508,Structural Damage,5,13391.8,Front Bumper,4
REP002218,INSP001508,Structural Damage,3,8195.1,Right Front Door,1
REP002219,INSP001509,Scratch,3,686.03,Left Front Fender,4
REP002220,INSP001510,Structural Damage,4,13264.56,Left Front Fender,2
REP002221,INSP001511,Structural Damage,1,3182.99,Right Rear Door,1
REP002222,INSP001511,Crack,2,1157.98,Right Front Fender,2
REP002223,INSP001511,Structural Damage,3,7660.88,Right Front Door,5
REP002224,INSP001511,Bumper Damage,3,3415.17,Left Rear Fender,5
REP002225,INSP001512,Bumper Damage,1,1242.05,Right Rear Fender,1
REP002226,INSP001513,Rust,1,566.78,Left Rear Door,3
REP002227,INSP001513,Crack,5,2988.23,Right Rear Door,5
REP002228,INSP001513,Bumper Damage,2,2207.17,Right Rear Door,2
REP002229,INSP001513,Dent,5,2392.99,Hood,4
REP002230,INSP001513,Rust,4,1610.35,Windshield,3
REP002231,INSP001514,Bumper Damage,5,6485.35,Right Rear Fender,5
REP002232,INSP001515,Scratch,3,625.41,Rear Window,4
REP002233,INSP001519,Dent,3,991.84,Right Rear Fender,2
REP002234,INSP001519,Dent,1,390.2,Right Rear Door,2
REP002235,INSP001520,Paint Damage,4,2720.67,Left Rear Door,3
REP002236,INSP001520,Rust,4,2334.98,Right Front Fender,3
REP002237,INSP001520,Rust,2,1039.23,Rear Window,3
REP002238,INSP001520,Dent,4,1591.48,Right Front Door,5
REP002239,INSP001520,Dent,4,1790.62,Left Front Door,3
REP002240,INSP001521,Bumper Damage,2,2418.06,Left Rear Fender,2
REP002241,INSP001522,Dent,4,1402.34,Trunk,1
REP002242,INSP001522,Paint Damage,2,1788.18,Right Rear Door,3
REP002243,INSP001523,Glass Damage,5,5536.17,Roof,4
REP002244,INSP001523,Rust,3,1415.11,Right Front Fender,1
REP002245,INSP001523,Rust,2,922.78,Rear Window,2
REP002246,INSP001523,Dent,1,411.99,Left Rear Fender,1
REP002247,INSP001523,Paint Damage,5,4355.08,Right Rear Door,1
REP002248,INSP001524,Dent,4,1784.4,Left Rear Fender,2
