vin,make,model,year,body_type,current_mileage,market_value
O14E601VGMTTVB5KB,Jeep,Wrangler,2015,Sedan,105705,6039
AE5DE68KIW789GJZY,Subaru,Ascent,2017,Hatchback,51320,21464
RCGTT77OBAPOY63WS,Mercedes-Benz,E-Class,2011,Sedan,56459,-2245
3XSP1YUZ5ZCX38GGO,Mazda,CX-5,2019,Van,91814,32653
885GXBZSUZAFOL9BJ,Mazda,Mazda6,2024,SUV,118519,20328
56R8T2FF5PJEA3GY8,Honda,Civic,2013,Coupe,69319,6174
L9YZ7KCNE0CKX7OU0,GMC,Canyon,2023,Sedan,115976,41682
1FP96UH2BYFVDCJ15,Kia,Sorento,2022,Truck,149783,12605
I6UZR1741NTRAUEO5,Ford,F-150,2020,Coupe,44881,18381
UVR00MZ511NOC27UN,Ram,3500,2011,Hatchback,58619,-980
C2DUAWM5583FI78I9,Chevrolet,Silverado,2014,Van,60977,8168
8UP41MIV7Y2XDXVDF,Ford,Explorer,2023,Van,129439,30626
7XJVE69OV2ULW7AOI,Ford,Mustang,2014,SUV,109438,11900
SPCFY6TA97T3PGHH6,Chevrolet,Equinox,2021,Truck,69828,23867
374D1QQI9PVUJJT7F,Ford,F-150,2013,Convertible,62359,5126
JRCXZYZ624XA2F7CI,Nissan,Sentra,2015,Sedan,105995,9873
AA25R19SJZND2B7GG,Subaru,Ascent,2018,Truck,37980,29983
VFY8ULUE4SD2W9DWH,Toyota,Corolla,2011,Hatchback,136361,-1506
GVO14FR7CHGE9H72J,Mazda,Mazda3,2016,SUV,127288,17133
YJ367ABUT66J1RHHG,Honda,Civic,2014,Coupe,36328,8580
HC4NSM2XRU00RAMCT,Hyundai,Sonata,2019,Convertible,125556,23514
WKJAAHPMU6PFAAPBE,Chevrolet,Malibu,2012,Coupe,27057,1136
3T8TUJN5U9FE06R1N,Kia,Telluride,2020,Hatchback,19163,11020
4020XH3N2SRWU0AP8,Chevrolet,Malibu,2023,Convertible,23958,44235
T74SQ4LITEWVDSQQI,Mercedes-Benz,GLE,2010,SUV,70943,-1860
N3GBRZKH9N1BL4K0R,Ford,Explorer,2022,Truck,103988,44655
HDLFWHZG117ROSOSK,Hyundai,Sonata,2022,Sedan,131984,46373
F5BZ3GP7Y4OWSJAOX,Ram,ProMaster,2011,Coupe,142282,-866
74ZFIDM6ADJZ9ZBYZ,Jeep,Grand Cherokee,2016,Coupe,28260,18159
B3WW2U9YORS5YXZUP,Jeep,Renegade,2017,Coupe,138276,22310
P6NC46DVXHACNQJWP,Mercedes-Benz,E-Class,2010,Hatchback,42323,-4471
TPDXXJ7JYWR2OZ1I6,Volkswagen,Jetta,2022,Hatchback,141066,45454
ERQI3SS8E57NDU55X,Hyundai,Elantra,2010,Van,82481,-6245
5C04VVSOABKRRNA2T,BMW,X3,2016,Truck,14480,9718
I9P7FGAHSRNOEQCPP,Jeep,Renegade,2023,Hatchback,95789,36367
NJIBTLMX6UIJJVSAC,Volkswagen,Golf,2022,SUV,103459,16632
5KTUNP41JE236ETRE,Volkswagen,Jetta,2017,Hatchback,107482,10403
FSYM2LQ3B36MF2NBY,BMW,3 Series,2024,Coupe,35895,55163
8ZNWUS6WBO5OW3TYZ,Mazda,CX-5,2021,Truck,145835,42699
IZPODBFWV1TZYU6AZ,Honda,Accord,2021,Van,88122,15136
DHRMUEX0D2Q45KNFD,Kia,Sportage,2020,Van,23173,12099
42HTIN0IC1MY66N97,Mercedes-Benz,S-Class,2022,Truck,129849,45602
V13O8VSF55LDYJBG8,Hyundai,Kona,2014,SUV,15937,4129
MBUWF89WUUFGY7V5Q,BMW,7 Series,2021,Truck,41466,25401
1KGYBRAI5HFU0KPZA,Ram,3500,2017,Convertible,106889,23096
I1GD07D18W553HDMY,BMW,7 Series,2015,Sedan,64421,4630
R039X5WMA1536QC9D,Volkswagen,Tiguan,2012,Convertible,12089,2094
HZ6XHYU6XV8P2FJXC,Ram,ProMaster,2010,SUV,39086,-3993
DP7EEEFICXKUMV8YX,Jeep,Cherokee,2021,SUV,130425,45127
I1I1RZTZCON699RVW,Jeep,Grand Cherokee,2014,Convertible,129557,5274
9AQ7FF4NFF05PO21E,Volkswagen,Golf,2013,Truck,104745,3728
L67XWJ6CSNIL2JDNV,Mazda,CX-9,2016,Sedan,140603,18172
4OVH7ZR69SLIA5W76,Hyundai,Santa Fe,2021,Sedan,144740,17720
BIP5STEMY3C3BVAM6,Hyundai,Sonata,2020,Hatchback,89087,15132
P3FG91IM4X0ZUQQD8,GMC,Canyon,2023,Convertible,81372,45684
81GT6I5V0UIB1S35S,Jeep,Grand Cherokee,2018,Sedan,124112,16950
KBL02MWLJCX9BAGI2,Volkswagen,Golf,2016,Truck,28502,5484
YSWWDBHO1HCRMTGNY,Volkswagen,Passat,2017,Coupe,14113,13864
NPVLOR9XH9RNV1JZL,Honda,Odyssey,2011,Sedan,124817,-1912
PAJRJI1BAHVFHMEJG,Honda,CR-V,2014,Coupe,77607,7189
COPO8RKJV7ZK81IMO,Ford,Fusion,2019,Convertible,15339,14991
YTF588ZBU3SHNCGFM,Ford,Escape,2018,Van,116794,8537
0MZD2W92I0A28I42Y,GMC,Yukon,2018,Van,58822,25230
I8SCV5JSWFYSLAEZQ,Volkswagen,Golf,2019,SUV,104297,27210
W5D63X7JN937N3CS4,Hyundai,Tucson,2010,Truck,120077,-5154
WY9PXMB7MSL2WRWTV,Ram,1500,2018,Convertible,52846,10561
D4XOMH3MT919QAPRB,GMC,Canyon,2023,Van,27244,40905
2UBKNX0UILGKRX3Y9,Volkswagen,Atlas,2011,Van,41746,-1303
NB31V48PWU1ZHNMI4,BMW,X5,2020,Hatchback,118406,37436
3GSPW5LLXCJGIHUA6,Hyundai,Kona,2012,SUV,68532,1127
S9YSWYI72JOHM4ZNS,Mercedes-Benz,GLC,2011,Convertible,96417,-663
KDJX2291TXAWNGWJC,Volkswagen,Atlas,2019,Sedan,57258,31873
OX1C9TWEFNEA6XEPI,Toyota,Tacoma,2016,Coupe,28877,12963
YIPIPBL26FJ4A2EM9,Ford,F-150,2015,Convertible,100106,7365
RXMVGB3K6KLXL3K9I,Mercedes-Benz,S-Class,2024,Truck,100058,56767
KLVR4R93FQXXTY6E5,Nissan,Frontier,2015,Convertible,109634,12362
90H1SRZ82RQT7X4JA,Chevrolet,Camaro,2020,Truck,101648,28311
Z8ECROUUL74A5M85S,Ford,Explorer,2023,Sedan,114477,31273
WX3Z16PUBUAHBTX20,Mercedes-Benz,C-Class,2017,SUV,51222,13179
3RPAGF3O4BZOO543R,Toyota,Camry,2013,Truck,29685,5971
O8NKAJPTHNZD7H79V,Jeep,Grand Cherokee,2010,Sedan,13011,-3712
0ME5LO2K008SM37ZP,Subaru,Outback,2014,Van,97762,3116
3H5OH4HVZ0V1TRDH9,Volkswagen,Tiguan,2013,SUV,98606,4772
DG0MAHOHNNX3U8XRK,GMC,Sierra,2012,Hatchback,101769,2036
02PITHCNFCQDCWT8D,Toyota,Highlander,2016,Truck,72774,9082
17S4MKJYHEIAP18H9,Ram,1500,2022,Coupe,81506,25058
V2TVT07O8SK2G2W23,Toyota,Corolla,2024,SUV,61301,50717
SDVZ6NVHV7IUT6AYM,Ford,Explorer,2023,Truck,44065,51842
E0HM3OMTJ36F8BY2I,Honda,Accord,2017,Truck,94675,26162
O5GCBGCEDB6MVGB0C,Chevrolet,Equinox,2013,Coupe,146504,3479
P5NG1SC266X946MHF,Mercedes-Benz,S-Class,2011,Hatchback,73732,-1288
SI9BAXI3ILX8QYM1D,Ram,3500,2011,Coupe,116010,-1365
VZ8O0QF5478XLS7EO,Kia,Sportage,2013,Truck,50171,4139
IVP7BTF5EV0BXUZU2,Nissan,Pathfinder,2015,Sedan,58163,15009
CBJVMFSFVSQ4MC0TI,Subaru,Ascent,2012,Convertible,11911,2074
IALSR7TWAJISW99O6,Subaru,Impreza,2023,Convertible,83424,23319
64YS900GDIVI5W0FK,Toyota,RAV4,2020,Sedan,138110,22643
MA1OL9UZGOGC3UVUC,Hyundai,Elantra,2024,Van,47025,44899
NVIYGA59VXUWKR99C,BMW,7 Series,2018,Van,97121,17969
G8SCZ23ZBGL57AL0E,BMW,X3,2014,Hatchback,68131,7444
S2SJ7D0CZBR39VDWX,Honda,Odyssey,2020,Convertible,141737,23997
PPG2VK3B1JA0W6X19,Ram,1500,2013,Sedan,142287,6424
CNMLEZ61V0A78NOU3,Nissan,Sentra,2022,Truck,13504,48433
N4ZXDBF0LTWFHOA4Q,GMC,Acadia,2023,Coupe,116878,47243
IH7LXDC47WPC5R6TR,Ram,3500,2010,Convertible,132657,-2941
8WYGSQ9MNC4OC404F,Jeep,Cherokee,2016,Hatchback,84735,21003
UPIN5VZIA96TT203N,Volkswagen,Atlas,2020,SUV,61194,32642
4RLT8BC394YECWE49,Ram,1500,2019,Hatchback,99300,30489
NSVHLK6CWQC01G90A,Subaru,Outback,2014,Truck,102853,9639
OXI9WEFWI3I8MYPH9,Mazda,Mazda3,2023,Van,30787,45877
L0DK2XVL26LPIGM33,Nissan,Altima,2024,Hatchback,50965,56825
XZ51DHXOZT59QOS36,Honda,Odyssey,2018,SUV,145972,15143
1NMIQO94TWGKST8ID,Volkswagen,Jetta,2018,SUV,108777,19414
IBASV15ZX471M5WQR,BMW,X5,2014,Sedan,149309,8536
Q1FNP3VJOA98IVYG8,Mercedes-Benz,C-Class,2012,Van,19961,1747
813E3N4374VJ44NQW,Mercedes-Benz,S-Class,2010,Truck,101361,-2380
4WYJCGOPLNPPOILQU,Ram,2500,2020,Convertible,115435,14881
ZBCO2X9AZ2NNQ4LQ3,Hyundai,Elantra,2019,Convertible,97842,20766
GBFRI0NZZ6ST2NT3A,Ram,2500,2011,Convertible,62037,-1563
HJ5ZUSI9R16FSN9U2,Toyota,Corolla,2017,Sedan,138760,15882
C7AQ0PMO019EG0KYI,GMC,Terrain,2023,Van,48386,53739
4O6TKAPFNQJGCNN3I,Ram,1500,2011,Truck,34126,-1283
9QPUNRTGVRQPD3JVN,Kia,Optima,2011,Coupe,95789,-1756
PDTL48YO4GJLOF29W,Ram,3500,2021,Sedan,111306,14461
C3QOCBK8KKPQNU5T6,Honda,Accord,2017,Coupe,93282,10747
P0SLXKPQNK38Q5D3Q,Ford,F-150,2010,Hatchback,65011,-4287
CWZ2SXWDKXEEQX853,Kia,Optima,2013,Coupe,87239,5776
DU9Z0WIQQU781WRAR,Subaru,Outback,2020,SUV,74747,20922
42H6RGZL24UGIJNJL,Mazda,CX-5,2019,SUV,135797,25849
JLYZMKT1WAN5TP9Q1,Hyundai,Sonata,2022,Truck,45440,33486
KV0Q6CQKOPRBLCUDI,GMC,Yukon,2010,Convertible,100434,-3472
MT6D2KQD6Y465B8KP,Chevrolet,Equinox,2015,Van,111851,12717
H3Z3O4ZSLPL5H1H1A,Subaru,Impreza,2017,SUV,81430,15413
N21S12JR884HAHDDJ,Mazda,Mazda3,2013,SUV,110877,5697
FZ2MZBP4SV3HSPVAU,Ford,Explorer,2018,Hatchback,10519,11138
TM00BLUROQZIP5PRP,Honda,Accord,2018,Sedan,15048,26215
LOO2YCBQVZCEO31SS,GMC,Yukon,2023,SUV,11854,50663
5DEWUUG16BGLTOAGZ,Mercedes-Benz,GLC,2019,Truck,32341,17731
HCSP8HSYLFH18PVQQ,Volkswagen,Golf,2022,Convertible,85105,37038
NYLUEHLSKCWKIM4QV,Jeep,Cherokee,2024,Hatchback,130287,59487
N7C6PBCZHSPF1A6KH,Nissan,Frontier,2014,SUV,91102,3904
40O9W9PM3696KZAT7,Subaru,Ascent,2023,Hatchback,111004,33673
G3WBCL3F5MMYEKNZ3,Chevrolet,Malibu,2021,SUV,61166,18037
VBH12YVDIXZM0YTO6,Ford,Explorer,2024,Convertible,51297,17425
H2P152BTPGS4DFH4L,Kia,Optima,2022,Convertible,18395,19272
TXD1GVZSA08ND9SOH,BMW,5 Series,2021,Hatchback,81564,42243
9IIL00TZVB792JWW9,Nissan,Rogue,2016,Truck,122763,11659
X6S8RMU1F25EI6SWJ,Hyundai,Kona,2016,Convertible,138014,21258
N2CK55KM6KR7T9XSO,Subaru,Crosstrek,2019,Truck,57885,26877
DLWYTGGP7KL20I9DL,Jeep,Cherokee,2011,Convertible,17321,-915
CDRTWG50HLTL16I9G,Jeep,Grand Cherokee,2022,Sedan,77293,33898
PF3LR79V71TL1869D,Volkswagen,Tiguan,2015,Van,66321,7348
3AUMXVN0G53D8E1BJ,GMC,Yukon,2020,Coupe,124131,20633
L43IPC2JXX7428FT2,Nissan,Altima,2017,Convertible,141985,19463
HLFBXXSOV1DP2OVOV,Kia,Telluride,2016,SUV,59469,6280
1O584BHQNSFQHMG4Z,Subaru,Forester,2024,Coupe,145888,43757
87SHAMAJALAQO1IZ1,Mercedes-Benz,S-Class,2023,Convertible,90131,49134
K7F4W2BM07M3CJ9NM,BMW,7 Series,2020,Coupe,124561,21833
1MMSLRZDQ38FUMYNA,Volkswagen,Golf,2015,Coupe,49430,10833
4VTRVGHPFFRSV9B0H,Honda,CR-V,2014,SUV,93528,8435
C4VWF2KC243G3A86P,Toyota,Camry,2010,Hatchback,107661,-4625
VVWPDBOJQWVZGMCF4,Nissan,Sentra,2017,Hatchback,61002,8897
8IJXTPRK1PWBVZM2P,GMC,Canyon,2020,Sedan,116231,34063
LEV73RWPD3TZ7H9GU,Chevrolet,Tahoe,2023,SUV,110511,38005
R2SHBZDL2VC96P3GR,Kia,Forte,2016,Hatchback,46886,11936
F9MRH3SPFK4OXCEG6,Ford,Mustang,2021,Convertible,106445,37175
NH2XXWFLRAI47PKQL,Jeep,Cherokee,2011,Sedan,71752,-1979
LCKPZ01NBHA6WQGTG,Honda,Civic,2011,Sedan,137512,-757
9PMO36DU4U4IUJAZB,Jeep,Cherokee,2012,Hatchback,80790,1634
H8FMJVBGV4K9B0JXR,Toyota,Corolla,2012,Coupe,59171,2133
8UYSJK9W3G8TUDV9U,Mazda,CX-5,2019,Sedan,57510,26341
ID46HSDFIWWGQ0UWD,Honda,Pilot,2014,Convertible,135802,5369
OWSH2F64E21L1ZILN,Toyota,RAV4,2015,Coupe,69256,11124
Z8DTVZ6QRF5ZQL6II,Kia,Optima,2024,Truck,105076,46640
WEJWCWBCWOBESKRMA,Mazda,CX-5,2011,SUV,80367,-2082
RYJY33YD1Q2ETQNFG,Jeep,Compass,2018,Hatchback,113628,27519
I7FNCTCVHEUPDLLUM,BMW,3 Series,2018,Hatchback,103435,12710
GXTP2RF7YAWZ7W8FC,Mercedes-Benz,E-Class,2013,Convertible,108212,5990
KY1RB80WPIRPMSGT7,Kia,Forte,2022,Hatchback,131519,45131
E5IOA8JNJ4ZG1KUYO,Kia,Telluride,2019,Van,137205,28010
EB2JUT1KCJ83GHJ3W,Honda,Odyssey,2020,Van,84799,15999
8FZADN2EOIHUIF7S5,Honda,Odyssey,2017,Truck,39365,25072
MJHZYFSXOUE3EI1I2,BMW,X5,2014,Van,100103,7758
7IP8G93XQXSJIS4IL,Toyota,Camry,2010,Hatchback,70809,-6299
U1MAPIAA7JXO3ZBXT,Chevrolet,Equinox,2023,Sedan,23093,21103
VALGVG4YJA3CBH3XR,Ram,ProMaster,2023,Truck,122897,20752
D8JHRO8V6BC74FQMJ,Hyundai,Santa Fe,2017,Coupe,92233,23913
28TEQ44S2BD9BM12S,Hyundai,Sonata,2024,Coupe,89615,21287
4DQDYKVOGA3NI54FY,Subaru,Crosstrek,2020,Sedan,137633,32763
R691JX0PABFSFYTEI,Jeep,Compass,2023,Coupe,142404,45586
DLFVVRNIJK9F92XI4,Nissan,Sentra,2016,Convertible,22567,19712
N1KRNERGTCASM0TW1,Honda,Odyssey,2022,Coupe,41567,34907
VH8FVX97NY5LDZ33Z,Mercedes-Benz,GLE,2013,Van,81076,6081
7HG9WUGJH699QNG15,Nissan,Rogue,2018,SUV,148634,23509
3AZW8FO5XAP787122,Nissan,Sentra,2017,Coupe,110973,18657
9R5CH7030J1EGIY45,Kia,Forte,2017,Convertible,89817,8893
U2Y73G1XKX0A8EO8H,Toyota,Camry,2022,Hatchback,23643,28906
KMI2MF1UFKQJFISOO,Mazda,CX-30,2020,Truck,25546,16911
UM0O83TPJEX76A0E4,Honda,Civic,2010,Van,36994,-4058
ERME1R1WKRYSMNM07,Chevrolet,Silverado,2020,Hatchback,129075,40213
J5FTX019RU6R1PSWJ,Subaru,Forester,2019,Convertible,12796,21610
SO86H32NYKLIYE2HW,Nissan,Pathfinder,2013,Sedan,61258,6983
VX02K994SZGGRLQC2,Chevrolet,Equinox,2016,SUV,133312,21225
TZTN1WBQHIGDVO7I1,Honda,Civic,2013,SUV,107985,6892
MHD236YSC2VMY1XTW,Honda,Accord,2016,Hatchback,30753,7085
60L5RRH5K0SZ9Y2QU,Toyota,Tacoma,2016,Truck,108499,21061
2SBGT6Y2L4KAEQW3S,Nissan,Sentra,2013,Van,119635,3957
G8LBQ7UL4G7MSK0P4,Ford,Fusion,2014,Convertible,74165,8753
NLQUSX52810X9YB96,Volkswagen,Passat,2015,Coupe,127032,12620
SBS41KA9T6RIG19T2,Subaru,Forester,2019,SUV,80542,27283
1XCXNBBUKHXEY2K7D,Ram,1500,2020,Sedan,28537,28634
VZ2P1KY2XVZBR0D8O,Volkswagen,Atlas,2019,SUV,73575,28738
ES2ELNVGEEM5CD8V1,Honda,Odyssey,2013,Sedan,130560,6108
EEYX11BS6I2HXB203,Volkswagen,Tiguan,2014,Sedan,47761,10368
81LWTKVDS6JKIRAJR,Chevrolet,Tahoe,2022,Truck,131745,14175
9Q5A3BIM7LOIGHV3E,Subaru,Impreza,2013,Sedan,126105,1990
NVPTX9VXML3YUG0OY,Volkswagen,Tiguan,2024,Convertible,143452,47074
7D8DI6VOK13RW1J7D,Volkswagen,Passat,2010,Coupe,130234,-6496
DXIPBLDMLRH9XI6KH,Volkswagen,Jetta,2011,Van,72143,-972
Q3A8DOIC20SYAVV9Z,Kia,Optima,2021,SUV,140448,43018
3798ET266EJP21ZOI,Mazda,CX-5,2016,Coupe,137865,11865
DE0F0CCC6WHO94O2W,Chevrolet,Tahoe,2011,Van,126999,-2002
EOXWYW839MGTXDGF6,Toyota,RAV4,2015,Van,136884,9636
MKFK0CZYFFO6X87OI,Mazda,CX-30,2024,SUV,108223,56250
QWRSDI6F8WW2VRIR4,Mazda,Mazda6,2023,Truck,15537,49730
IHL16YH91DJNICU4Q,BMW,3 Series,2022,Van,67977,42302
3FUDOZ9WYU55ACUX3,GMC,Terrain,2018,Van,56671,14164
UNLZLWAQB7CB3R1ZD,Mercedes-Benz,E-Class,2011,Coupe,147770,-2055
I38Z9EXRYCYCWI2HW,Mercedes-Benz,GLC,2019,Truck,21853,17091
8UO0TQX8Y293OIU4X,GMC,Sierra,2023,Convertible,147840,53811
KOFZO3UDVT0GMPZL5,Mazda,Mazda6,2015,SUV,59492,13047
ONWJZ5FS9L3V0SWGV,Jeep,Compass,2021,Hatchback,126088,42573
64GOD3NQZIK4KL9RE,Honda,Accord,2019,Coupe,88522,20660
I497MI9MMA7VGLM8G,GMC,Canyon,2011,Coupe,15976,-1284
6ZTEFEHX2BT869595,Mercedes-Benz,C-Class,2010,Convertible,146213,-2109
JPIXGM4DD5NS9G885,Mazda,CX-5,2019,Coupe,83289,17685
ZOP2P6TODGZQE64B5,Subaru,Outback,2023,Hatchback,26863,35017
P9YJI8IQ4DTNYTSC4,Toyota,Camry,2017,Hatchback,13645,23350
WTWKF7K1E4MJ466TU,Hyundai,Kona,2010,SUV,53994,-3544
R8VMEM2J32H59U45G,Ram,1500,2021,Van,144421,11954
5RTG9CQF85743CN01,Chevrolet,Camaro,2015,Van,47052,12000
ICULZ6U5IZ1QSCXJD,Honda,Odyssey,2024,SUV,11389,19145
2WO2QTD50V22OPQ0Z,Ram,ProMaster,2012,Truck,34053,2285
EDES11Q1JJW0Q9Q20,Toyota,Camry,2023,SUV,126287,18567
MYDFPX09RCIGGGKUJ,Subaru,Crosstrek,2016,Truck,138584,14545
96T17WKUCUI6MB6GM,Nissan,Rogue,2014,Van,130753,5524
3NM7OH2UGNSH1U5OR,GMC,Yukon,2018,Coupe,118144,30578
FHCED3KA8173OFRXN,Mercedes-Benz,S-Class,2024,Convertible,55283,16606
7SK138FMN8NXVJXIZ,Ram,3500,2020,Convertible,115190,32829
7TTLEU2DG275WC4JW,Mazda,CX-30,2018,Truck,117829,10079
E9CLD75WKNZU9D97Q,Mercedes-Benz,GLC,2024,Hatchback,85909,51274
XSWF65V4N9Z8N5FVY,Ford,Mustang,2011,Sedan,78041,-1825
63741M8UQDKB2F10M,Ram,3500,2023,Coupe,42005,43241
G00TEDNP62UQ4RA8V,Toyota,Tacoma,2015,Sedan,63836,15879
2UV1L01UW8Z9QMZXV,Jeep,Renegade,2012,Coupe,14798,1588
YAF71VSLPHLVXAP24,Ford,Explorer,2014,Van,13173,9628
TJKP1ADIJ8V7OBRF0,Honda,Pilot,2011,SUV,35084,-1353
P9P9UQWX4KWCOTGGX,Ford,F-150,2023,Van,67542,45987
8Q3ZV09JWTHHHKJZ7,Ram,3500,2016,Van,48495,11390
SLSN2PGMNWP7D6OB9,Nissan,Sentra,2019,Hatchback,141848,9243
907COASJJOBO7KL5Z,Chevrolet,Equinox,2010,Hatchback,47193,-2997
QE0YK3NFRMEHUI7W2,Jeep,Grand Cherokee,2017,Truck,16018,25347
6A5BBIMC60DZ2KS2M,Mazda,CX-30,2024,Truck,40241,16728
SR6JHD05N9LSP9TCE,Volkswagen,Jetta,2020,Hatchback,41541,25170
2Z90KAF1ALUPHR9XF,Toyota,Corolla,2024,Hatchback,104928,56205
903ZAN64GNCD6JTI3,Mazda,Mazda3,2023,Hatchback,32777,25910
XO1OUE4VTBRAKUN7X,Mercedes-Benz,E-Class,2022,Convertible,88597,30948
T21L5BCJHJTWQP42Y,Mercedes-Benz,C-Class,2012,Convertible,75105,2306
CT6Z6JW1H8C53VDYC,Subaru,Outback,2013,Hatchback,144506,3995
DAGANFAO2EQJ56GCQ,Subaru,Impreza,2022,Van,98159,16836
36LWWY536828KTNB5,Volkswagen,Atlas,2018,Coupe,144549,16935
ZEW9FMJUUBK3UWQRW,BMW,5 Series,2012,Convertible,53708,1437
W8C9U73ZMDS5H58BS,Kia,Sorento,2021,Truck,33049,22955
MGZPKTNICQOX09ZGQ,Ford,Mustang,2017,SUV,123532,10183
TCAXTGR237P6K378O,Volkswagen,Tiguan,2024,Van,117658,58442
RP0NYU6RD35ZWRK5W,Mercedes-Benz,GLC,2017,SUV,112410,20151
NDSZKZYS52TEO2KZ8,GMC,Acadia,2013,Van,106247,4795
B9GUQ7PCEVCKGY3HK,Honda,Accord,2023,Truck,39579,47507
X3TIVT9PDOKIBHDEK,Jeep,Wrangler,2022,Hatchback,148858,22532
UYXJYCFCPCWPAT0NU,BMW,3 Series,2021,Hatchback,14240,39828
H2SAQLTDS34LRKNO9,Toyota,RAV4,2016,Hatchback,33665,15576
2CYHNCNH2P6R2KKCK,Ram,1500,2018,SUV,19437,28974
COAF7D7OSYPTTZON3,Ford,Mustang,2012,Truck,142745,1010
KE8JISGWX9O5JV40I,Hyundai,Kona,2020,Truck,38564,34231
E6742ZVL1775LOLTG,GMC,Sierra,2019,SUV,141467,28677
7BL94ON1AHIDIMBZ9,Subaru,Forester,2024,Hatchback,53031,47247
A2TENFY129O6NL62H,Volkswagen,Atlas,2013,SUV,142357,6558
4OG0BIA1N3WAL9NB1,Ram,1500,2014,SUV,20867,6175
IHYVMT1ZI1UP599AI,Volkswagen,Jetta,2010,Truck,104908,-4467
Y3YIKZAQD2GPWSD5W,Toyota,Camry,2015,Coupe,72871,10835
W9HC8O59XRQGNC5IC,Honda,Accord,2013,Coupe,49105,5745
KEPQ1X9OCE22DNQPO,Ford,Fusion,2017,SUV,85257,9390
8DRHL2PNOO68TVCVO,Nissan,Sentra,2017,SUV,90683,24768
GFAER7H4EC8FKKGBG,Toyota,RAV4,2013,Van,20201,6440
3FGC7EVEL8LYG9Y9W,Ford,Fusion,2010,Truck,144387,-5338
JKG5RB69M5IONXZDZ,BMW,3 Series,2016,Coupe,58200,11940
0C95LWASTB8FJ3IMY,BMW,5 Series,2019,Truck,55584,10035
WFNI7ZTEHUZ1PLX3C,Subaru,Forester,2020,Coupe,106580,30323
91GMG46E0WVXZOU6B,Nissan,Sentra,2023,Truck,76210,21369
DE8VZLTUEY46KLZ6P,Ram,3500,2013,Hatchback,52123,4678
G0V9SVN73GGGZK5F3,Chevrolet,Tahoe,2010,SUV,107443,-6535
73NUXQYINEDMNTYNR,GMC,Terrain,2010,Sedan,135526,-6430
WJX4LYK3MIPTJXYKH,Mercedes-Benz,GLC,2011,Sedan,101858,-1555
QL78ZD0WC4RYYLYZP,Hyundai,Sonata,2022,SUV,18877,33255
CJYXW9H1VH8Z2T45X,Chevrolet,Camaro,2014,Truck,80528,5259
ESG71WLR6QPGIGRL7,Jeep,Grand Cherokee,2012,Coupe,114964,702
F4XVIXO6A32NY6SXC,Kia,Sorento,2019,Truck,102132,12741
A36WC69LO3H8Q5U1T,Hyundai,Tucson,2022,Van,37977,40582
UG59U4DW2X5CBYHQH,Mercedes-Benz,C-Class,2015,Sedan,59693,6062
ZGU61OSMCIM2033TA,Ford,Fusion,2017,Van,104082,26271
X9ELDJY65BFYUEG7T,Kia,Telluride,2011,Hatchback,45268,-800
TEFCNWNE1JAF8I3W7,Hyundai,Santa Fe,2018,Van,15138,9961
BOST5XGZBWEJT4GIE,Toyota,Highlander,2024,Coupe,30932,43910
BS2UL6WYN99J8Y2RM,Hyundai,Kona,2021,SUV,69733,23071
4PSLDHUOUZG7AQFEF,Ford,Escape,2023,SUV,108036,18457
XRSXF6QJ6EERZRW5T,Hyundai,Kona,2013,Convertible,140359,5617
G5VJ8WQ4IY1D4MWUC,Volkswagen,Atlas,2013,Sedan,67747,3897
40QQQP77PYF15T0OZ,Mazda,CX-30,2014,Convertible,64450,8998
979AM9IK2HCDK6IOC,Jeep,Cherokee,2019,Convertible,43204,12389
88ODXUIN1TQL7T0YX,GMC,Terrain,2023,Hatchback,35532,51025
22PHYI1ZY9OFPUDB3,Kia,Optima,2012,Convertible,149892,2308
YEIFBEDM8PN8ZZYIU,Jeep,Compass,2024,Convertible,21011,32227
97H691VLEL5FXCI0M,Honda,Odyssey,2011,Sedan,18588,-1348
4Z0F83DIKIKE3HZKR,Volkswagen,Jetta,2017,SUV,47348,14471
R4L1PJ9HZK8UQGHFV,Nissan,Altima,2016,SUV,99307,8089
2G83MAAY1T76798GU,Mercedes-Benz,S-Class,2020,Hatchback,123903,40602
EFFBENDL3AQYB13CB,Ford,F-150,2023,Coupe,45234,50142
C4TC6MN4EKWAHCDI3,GMC,Yukon,2010,Van,13582,-4643
VBBB5T03RL9NJ7PR1,Hyundai,Kona,2022,Hatchback,142138,49602
IXUK1WN7LBXL9E3JM,Subaru,Crosstrek,2023,Coupe,146952,34430
IC9JW7NS1VVA3VGH8,Mazda,CX-30,2020,Coupe,137748,13038
XHQLUBL04WXBHWF6D,Kia,Sorento,2019,Hatchback,75424,14823
Q93UXUCZEX5FM7JNT,Toyota,Corolla,2012,Convertible,11822,1378
IG8B2J6WQB1NVJERN,Kia,Telluride,2011,Sedan,102024,-1909
69K9WRENS7N8B4STY,Kia,Optima,2014,SUV,56981,9825
Q6CBTLRHT770O8ZG9,Nissan,Pathfinder,2017,Sedan,63994,15693
3QCSFIRG5OEK69YWY,Volkswagen,Passat,2012,SUV,63025,1448
E212ZHOR9EXQ02GY0,Ford,Mustang,2022,Van,122715,48619
37C2WTLCOWQ6QWL3M,Nissan,Rogue,2011,Convertible,47345,-1515
N77ZYNCOWRMZWVAT7,Nissan,Rogue,2023,SUV,95836,18565
